Brand,Model,Model_Description,Price,Engine_Size
Mercedes-Benz,V300d,AMG Line,1843022.0,
Mercedes-Benz,V300d Exclusive,,2042471.0,
Audi,RS6 Avant,quattro,2254600.0,
Porsche,Taycan,4S Cross Turismo,2549000.0,
Porsche,Taycan turbo,Cross Turismo,3359000.0,
Mahindra,KUV100 Nxt,1.2 G80 K2+,172999.0,1.2
Mahindra,KUV100 Nxt,1.2 G80 K2+ #DARE,192999.0,1.2
Suzuki,Ignis,1.2 GL,208900.0,1.2
Mahindra,KUV100 Nxt,1.2 G80 K6+,217999.0,1.2
BAIC,X25,1.5 Comfort,219990.0,1.5
Renault,Kiger,1.0 Life,219999.0,1.0
Mahindra,KUV100 Nxt,1.2 G80 K6+ #DARE,227999.0,1.2
BAIC,X25,1.5 Fashion,229990.0,1.5
Renault,Kiger,1.0 Zen,234999.0,1.0
Suzuki,Ignis,1.2 GLX,241900.0,1.2
Renault,Kiger,1.0 Zen auto,244999.0,1.0
Mahindra,KUV100 Nxt,1.2 G80 K8,249999.0,1.2
Mahindra,KUV100 Nxt,1.2TD D75 K6+,254999.0,1.2
Mahindra,XUV300,1.2T W4,259999.0,1.2
Suzuki,Vitara Brezza,1.5 GL,262900.0,1.5
Mahindra,XUV300,1.2T W4 SE,268999.0,1.2
Toyota,Urban Cruiser,1.5 Xi,283200.0,1.5
Suzuki,Vitara Brezza,1.5 GL auto,283900.0,1.5
Mahindra,KUV100 Nxt,1.2TD D75 K8,283999.0,1.2
Mahindra,XUV300,1.2T W6,284999.0,1.2
Renault,Kiger,1.0 Turbo Zen,289999.0,1.0
Nissan,Magnite,1.0 Turbo Acenta,296500.0,1.0
Toyota,Urban Cruiser,1.5 XS,303100.0,1.5
Nissan,Magnite,1.0 Turbo Acenta Red Edition,304300.0,1.0
Mahindra,XUV300,1.5TD W6,306999.0,1.5
Suzuki,Vitara Brezza,1.5 GLX,308900.0,1.5
Ford,EcoSport,1.5 Ambiente,311400.0,1.5
Honda,WR-V,1.2 Comfort,315200.0,1.2
Kia,Sonet,1.5 LX,316995.0,1.5
Ford,EcoSport,1.5TDCi Ambiente,322500.0,1.5
Nissan,Magnite,1.0 Turbo Acenta auto,324000.0,1.0
Nissan,Magnite,1.0 Turbo Acenta Plus,326000.0,1.0
Toyota,Urban Cruiser,1.5 XS auto,327100.0,1.5
Renault,Kiger,1.0 Turbo Intens auto,329999.0,1.0
Nissan,Magnite,1.0 Turbo Acenta Red Edition auto,331800.0,1.0
Toyota,Urban Cruiser,1.5 XR,333300.0,1.5
Suzuki,Jimny,1.5 GA AllGrip,334900.0,1.5
Kia,Sonet,1.5 EX,336995.0,1.5
Kia,Sonet,1.5 LX auto,337995.0,1.5
Haval,Jolion,1.5T City,342950.0,1.5
Mahindra,XUV300,1.2T W8,343999.0,1.2
Ford,EcoSport,1.5 Ambiente Black,346710.0,1.5
Chery,Tiggo,4 Pro 1.5T Elite,346900.0,1.5
Nissan,Magnite,1.0 Turbo Acenta Plus auto,353500.0,1.0
Honda,WR-V,1.2 Elegance,355900.0,1.2
Toyota,Urban Cruiser,1.5 XR auto,357100.0,1.5
Kia,Sonet,1.5 EX auto,357995.0,1.5
Renault,Duster,1.5dCi Zen,357999.0,1.5
Ford,EcoSport,1.0T Trend auto,375300.0,1.0
Suzuki,Jimny,1.5 GLX AllGrip,377900.0,1.5
Haval,Jolion,1.5T Luxury,377950.0,1.5
Toyota,Hilux,2.4GD Single Cab S,378900.0,2.4
Kia,Sonet,1.0T EX,379995.0,1.0
Toyota,Corolla Cross,1.8 Xi,381200.0,1.8
Haval,Jolion,1.5T Premium,384950.0,1.5
Mitsubishi,ASX,2.0 ES,384990.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab S6,389999.0,2.2
Mazda,CX-3,2.0 Active,390500.0,2.0
Volkswagen,T-Cross,1.0TSI 70kW Comfortline,393400.0,1.0
Ford,EcoSport,1.0T Active,393700.0,1.0
Hyundai,Venue,1.0T Fluid,397900.0,1.0
Suzuki,Jimny,1.5 GLX AllGrip auto,399900.0,1.5
Ford,EcoSport,1.0T Titanium,401600.0,1.0
Renault,Duster,1.5dCi Zen auto,401999.0,1.5
Hyundai,Venue,1.0T Motion auto,402900.0,1.0
Mitsubishi,ASX,2.0 ES auto,404990.0,2.0
Kia,Sonet,1.0T EX+,409995.0,1.0
Renault,Duster,1.5dCi Intens,409999.0,1.5
Mazda,CX-3,2.0 Active auto,412700.0,2.0
Toyota,Corolla Cross,1.8 XS,414300.0,1.8
Haval,Jolion,1.5T Luxury auto,414950.0,1.5
Mahindra,Scorpio,2.2CRDe 4WD S11,414999.0,2.2
Ford,EcoSport,1.0T Titanium auto,416900.0,1.0
BAIC,Beijing,X55 1.5T Elite,424900.0,1.5
Mazda,CX-3,2.0 Dynamic,427700.0,2.0
Kia,Seltos,1.6 EX,427995.0,1.6
Citroën,C3 Aircross,1.2T Feel,429900.0,1.2
Honda,BR-V,1.5 Comfort auto,434900.0,1.5
Mitsubishi,ASX,2.0 LS,434990.0,2.0
Chery,Tiggo,7 Pro 1.5T Distinction,437900.0,1.5
Volkswagen,T-Cross,1.0TSI 85kW Comfortline,438700.0,1.0
Suzuki,Vitara,1.6 GLX AllGrip,438900.0,1.6
Toyota,Corolla Cross,1.8 Hybrid XS,442400.0,1.8
Mazda,CX-3,2.0 Dynamic auto,443700.0,2.0
Suzuki,Vitara,1.4T GLX,445900.0,1.4
Kia,Seltos,1.6 EX auto,445995.0,1.6
Haval,Jolion,1.5T Super Luxury,446950.0,1.5
Hyundai,Creta,1.5 Premium auto,448900.0,1.5
JAC,T8,2.0CTi Double Cab Lux,449900.0,2.0
Toyota,Corolla Cross,1.8 XR,451300.0,1.8
Volkswagen,Taigo,1.0TSI Life,453800.0,1.0
Peugeot,2008,1.2T Active,454900.0,1.2
Mitsubishi,ASX,2.0 LS auto,454990.0,2.0
Kia,Seltos,1.5CRDi EX,457995.0,1.5
Toyota,C-HR,1.2T,459500.0,1.2
Mahindra,Scorpio,2.2CRDe 4WD S11 Adventure,461999.0,2.2
Hyundai,Venue,1.0T N Line,463900.0,1.0
Kia,Seltos,1.6 EX+,463995.0,1.6
Subaru,XV,2.0i,464000.0,2.0
Mitsubishi,ASX,2.0 Aspire,464995.0,2.0
Mahindra,Scorpio-N,2.2D Z4,465000.0,2.2
Toyota,Corolla Cross,1.8 GR-Sport,466800.0,1.8
Honda,HR-V,1.5 Comfort,469000.0,1.5
Chery,Tiggo,7 Pro 1.5T Executive,472900.0,1.5
Mahindra,XUV700,2.0T AX5,474999.0,2.0
Kia,Seltos,1.5CRDi EX auto,475995.0,1.5
Volkswagen,Transporter,2.0TDI 81kW Single Cab,477900.0,2.0
Volkswagen,T-Cross,1.0TSI 85kW Highline,478000.0,1.0
Opel,Crossland,1.2T GS Line,478900.0,1.2
Haval,H6,2.0GDIT Premium,479950.0,2.0
Mitsubishi,Eclipse Cross,2.0 GLS,479990.0,2.0
Toyota,Corolla Cross,1.8 Hybrid XR,480200.0,1.8
Toyota,C-HR,1.2T Plus,484000.0,1.2
Kia,Seltos,1.5CRDi EX+,493995.0,1.5
Toyota,Corolla Cross,1.8 Hybrid GR-Sport,495200.0,1.8
Isuzu,D-Max Gen,6 250 Double Cab Hi-Ride,496900.0,
Mazda,CX-30,2.0 Active,497700.0,2.0
Toyota,C-HR,1.2T Plus auto,498500.0,1.2
Mahindra,Scorpio-N,2.2D Z8,510000.0,2.2
Mazda,CX-3,2.0 Individual,511600.0,2.0
Volkswagen,Taigo,1.0TSI R-Line,513100.0,1.0
Mazda,CX-5,2.0 Active,515600.0,2.0
Volkswagen,T-Cross,1.5TSI 110kW R-Line,518800.0,1.5
Haval,H6,2.0GDIT Luxury,518950.0,2.0
Mitsubishi,Eclipse Cross,1.5T GLS,519990.0,1.5
Nissan,X-Trail,2.0 Visia,520900.0,2.0
Kia,Seltos,1.4T-GDI GT Line,523995.0,1.4
Mahindra,XUV700,2.0T AX7,524999.0,2.0
Mazda,CX-30,2.0 Dynamic,529600.0,2.0
Ford,Ranger,2.0 SiT Double Cab XL,529900.0,2.0
Mazda,CX-5,2.0 Active auto,530900.0,2.0
Subaru,XV,2.0i-S ES,531000.0,2.0
Mazda,CX-3,2.0 Hikari,532600.0,2.0
Proton,X50,1.5T Executive,535900.0,1.5
Opel,Mokka,1.2T GS Line,539900.0,1.2
Mazda,CX-30,2.0 Carbon Edition,540200.0,2.0
Hyundai,Grand Creta,1.5D Executive,540900.0,1.5
Peugeot,2008,1.2T GT,544900.0,1.2
Jeep,Renegade,1.4T Limited,549900.0,1.4
Haval,H6,2.0GDIT 4WD Luxury,549950.0,2.0
Hyundai,Tucson,2.0 Premium,550900.0,2.0
Kia,Sportage,1.6T-GDi LX,554995.0,1.6
Mahindra,XUV700,2.0T AX7 L,559999.0,2.0
Mitsubishi,Eclipse Cross,1.5T GLS Exceed,560000.0,1.5
Fiat,500X,1.4T Sport,560900.0,1.4
Opel,Grandland X,1.6T,562900.0,1.6
BAIC,B40 Plus,2.0TDi,564500.0,2.0
Mazda,CX-5,2.0 Dynamic,565100.0,2.0
Nissan,Qashqai,1.3T Visia,568200.0,1.3
Hyundai,Grand Creta,2.0 Elite,571900.0,2.0
Nissan,X-Trail,2.5 4x4 Acenta,572000.0,2.5
Volkswagen,T-Roc,1.4TSI 110kW Design,572300.0,1.4
Mazda,CX-30,2.0 Individual,573100.0,2.0
Chery,Tiggo,8 Pro 1.6TGDI 290T Executive,574900.0,1.6
Toyota,C-HR,1.2T Luxury,576900.0,1.2
Proton,X70,1.5T Executive,579900.0,1.5
Haval,Jolion,1.5 HEV Super Luxury,579950.0,1.5
Fiat,500X,1.4T Sport EST,580900.0,1.4
Renault,Koleos,2.5 Dynamique,584999.0,2.5
Honda,CR-V,2.0 Comfort,586600.0,2.0
Audi,Q2,35TFSI,587600.0,
Volkswagen,Tiguan,1.4TSI 110kW,589000.0,1.4
Peugeot,3008,1.6T Active,589900.0,1.6
GWM,P-Series,2.0TD Double Cab LT,589950.0,2.0
Mitsubishi,Outlander,2.4 GLS,589990.0,2.4
Mahindra,Scorpio-N,2.2D Z8L 4XPlor,590000.0,2.2
Hyundai,Grand Creta,1.5D Elite,592900.0,1.5
BAIC,B40 Plus,2.0TDi City Hunter,594500.0,2.0
BAIC,B40 Plus,2.0T,599500.0,2.0
Nissan,Navara,2.5DDTi Double Cab SE 4x4,601900.0,2.5
Kia,Sportage,1.6T-GDi EX,608995.0,1.6
Subaru,Forester,2.0i-S ES,609000.0,2.0
Audi,Q2,35TFSI S line,617800.0,
Opel,Grandland X,1.6T Edition,619900.0,1.6
Volkswagen,Tiguan Allspace,1.4TSI 110kW,629200.0,1.4
Proton,X70,1.5T Executive AWD,629900.0,1.5
Haval,H6 GT,2.0GDIT 4WD Super Luxury,629950.0,2.0
Citroën,C5 Aircross,1.6T Feel,633900.0,1.6
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S11 Karoo Storm,634999.0,2.2
Volkswagen,T-Roc,2.0TSI 140kW 4Motion Design,636700.0,2.0
Nissan,Qashqai,1.3T Acenta,639300.0,1.3
Proton,X70,1.5T Premium X,639900.0,1.5
Mazda,CX-5,2.0 Carbon Edition,640600.0,2.0
MINI,Cooper Countryman,,644940.0,
Subaru,Forester,2.5i-Sport ES,646000.0,2.5
BAIC,B40 Plus,2.0T City Hunter,649500.0,2.0
Honda,CR-V,2.0 Elegance,651700.0,2.0
Toyota,Fortuner,2.4GD-6,653450.0,2.4
Volkswagen,Tiguan,1.4TSI 110kW Life,658200.0,1.4
Toyota,RAV4,2.0 GX-R AWD,658500.0,2.0
Nissan,X-Trail,1.6dCi 4x4 Tekna,660000.0,1.6
Peugeot,3008,1.6T Allure,664900.0,1.6
Kia,Sportage,1.6T-GDi GT Line,664995.0,1.6
BAIC,B40 Plus,2.0T Champion,669500.0,2.0
Hyundai,Tucson,2.0 Elite,669900.0,2.0
Haval,H6,1.5T HEV Ultra Luxury,669950.0,1.5
Volkswagen,T-Roc,2.0TSI 140kW 4Motion R-Line,670300.0,2.0
Nissan,Qashqai,1.3T Acenta Plus,670600.0,1.3
Toyota,RAV4,2.0 VX,671600.0,2.0
Audi,Q3,35TFSI,674400.0,
Nissan,X-Trail,2.5 4x4 Tekna,674900.0,2.5
Toyota,Fortuner,2.4GD-6 auto,677450.0,2.4
Volvo,XC40,B3 Essential,677700.0,
Citroën,C5 Aircross,1.6T Shine,683900.0,1.6
Kia,Sportage,1.6T-GDi GT Line Plus,692995.0,1.6
Toyota,RAV4,2.5 Hybrid GX-R E-Four,698700.0,2.5
Opel,Grandland X,1.6T Elegance,701900.0,1.6
Subaru,Forester,2.5i-S ES,708000.0,2.5
Audi,Q3,35TFSI S line,708400.0,
Toyota,Fortuner,2.4GD-6 4x4,709750.0,2.4
Volkswagen,Tiguan Allspace,1.4TSI 110kW Life,712800.0,1.4
Volvo,XC40,B4 Essential,718900.0,
Volkswagen,Tiguan,1.4TSI 110kW R-Line,722300.0,1.4
Mitsubishi,Pajero Sport,2.4DI-D,724990.0,2.4
Isuzu,mu-X,3.0TD LS,725500.0,3.0
Volvo,XC40,B3 Plus Dark,728400.0,
Mazda,CX-5,2.5 AWD Individual,729500.0,2.5
Audi,Q3 Sportback,35TFSI S line,734000.0,
Hyundai,Tucson,2.0D Elite,734900.0,2.0
Volvo,XC40,B3 Plus Bright,736700.0,
Honda,CR-V,1.5T Executive,737700.0,1.5
Peugeot,3008,1.6T GT,739900.0,1.6
Audi,Q3,40TFSI quattro Advanced,741900.0,
Mitsubishi,Pajero Sport,2.4DI-D Aspire,744990.0,2.4
BMW,X2,sDrive18i M Sport,747286.0,
MINI,Cooper S,Countryman,748981.0,
Kia,Sportage,1.6T-GDi GT Line S,749995.0,1.6
BMW,X1,sDrive18i xLine,753045.0,
Audi,Q3,40TFSI quattro S line,755900.0,
Toyota,RAV4,2.5 VX AWD,763100.0,2.5
MINI,Cooper S,Countryman Untamed Edition,764581.0,
Mazda,CX-5,2.2DE AWD Akera,765300.0,2.2
Volkswagen,Tiguan Allspace,1.4TSI 110kW R-Line,767400.0,1.4
Volvo,XC40,B4 Plus Dark,769700.0,
Volkswagen,Tiguan Allspace,2.0TSI 132kW 4Motion Style,774100.0,2.0
Mitsubishi,Pajero Sport,2.4DI-D 4x4,774990.0,2.4
Volvo,XC40,B4 Plus Bright,777900.0,
Audi,Q3 Sportback,40TFSI quattro S line,781500.0,
Peugeot,5008,1.6T GT,782900.0,1.6
Toyota,RAV4,2.5 Hybrid VX E-Four,785400.0,2.5
BMW,X2,sDrive20i M Sport,786527.0,
BMW,X1,sDrive18d xLine,790617.0,
BMW,X1,sDrive18i M Sport,793045.0,
Toyota,Fortuner,2.8GD-6,794600.0,2.8
Mitsubishi,Pajero Sport,2.4DI-D 4x4 Aspire,794990.0,2.4
Isuzu,mu-X,3.0TD LSE,795000.0,3.0
Volkswagen,Tiguan,2.0TSI 162kW 4Motion R-Line,795900.0,2.0
Alfa,Romeo Tonale,1.5T Hybrid Speciale,799900.0,1.5
Isuzu,mu-X,3.0TD LS 4x4,806400.0,3.0
Lexus,UX,250h EX,808600.0,
Mitsubishi,Pajero Sport,2.4DI-D 4x4 Exceed,809990.0,2.4
Toyota,FJ Cruiser,,813000.0,
Toyota,Land Cruiser,78 4.2D Wagon,818300.0,4.2
Honda,CR-V,1.5T Exclusive AWD,818700.0,1.5
Alfa,Romeo Tonale,1.5T Hybrid Veloce,819900.0,1.5
BMW,X1,sDrive18d M Sport,830617.0,
Kia,Sorento,2.2CRDi EX+,834995.0,2.2
Toyota,Fortuner,2.8GD-6 VX,837800.0,2.8
Volkswagen,Tiguan Allspace,2.0TSI 162kW 4Motion R-Line,838300.0,2.0
Volvo,XC40,B5 AWD Plus Dark,840000.0,
Mercedes-Benz,GLA200,Progressive,847226.0,
Volvo,XC40,B5 AWD Plus Bright,847400.0,
Hyundai,Santa Fe,2.2D Executive,856900.0,2.2
Toyota,Fortuner,2.8GD-6 4x4,873500.0,2.8
Kia,Sorento,2.2CRDi AWD EX+,874995.0,2.2
Mercedes-Benz,GLA200 AMG,Line,876226.0,
Mercedes-Benz,GLA200d,Progressive,883568.0,
Lexus,UX,250h SE,891800.0,
Isuzu,mu-X,3.0TD Onyx 4x4,895900.0,3.0
Lexus,NX,250 AWD EX,912400.0,
Mercedes-Benz,GLA200d AMG,Line,912568.0,
Toyota,Fortuner,2.8GD-6 4x4 VX,915400.0,2.8
Kia,Sorento,2.2CRDi AWD SX,939995.0,2.2
Audi,Q5,40TDI quattro,944700.0,
Lexus,UX,250h F Sport,947500.0,
MINI,John Cooper,Works ALL4 Countryman,953739.0,
BMW,X3,sDrive18d,957224.0,
Volvo,XC60,B5 AWD Essential,957900.0,
BMW,X2,M35i,961081.0,
Toyota,Land Cruiser,76 4.5D-4D LX V8 Station Wagon,963400.0,4.5
Ford,Everest,2.0 BiTurbo 4x4 Sport,965400.0,2.0
Audi,Q5,40TDI quattro S line,989700.0,
BMW,X3,sDrive18d M Sport,997224.0,
Mercedes-Benz,GLB220d,4Matic Progressive,998388.0,
Volvo,XC60,B5 AWD Plus Dark,999700.0,
Jeep,Wrangler Unlimited,3.6 Sport,999900.0,3.6
Mercedes-Benz,GLB250,Progressive,1012287.0,
Volkswagen,Tiguan R,R,1014900.0,
BMW,X3,sDrive20i,1015778.0,
Kia,Sorento,2.2CRDi AWD SXL,1019995.0,2.2
Volvo,XC60,B5 AWD Plus Bright,1025700.0,
Mercedes-Benz,GLB220d,4Matic AMG Line,1036388.0,
Audi,Q5 Sportback,40TDI quattro Advanced,1038700.0,
Audi,Q5,45TFSI quattro S line,1048500.0,
Jeep,Wrangler,3.6 Rubicon,1049900.0,3.6
Mercedes-Benz,GLB250 AMG,Line,1050287.0,
BMW,X3,sDrive20i M Sport,1055778.0,
Volvo,XC60,B6 AWD Plus Dark,1063800.0,
BMW,X3,xDrive20d,1065394.0,
Hyundai,Palisade,2.2D 4WD Elite,1066900.0,2.2
Volvo,XC40,P6 Recharge Plus,1075000.0,
Audi,Q5 Sportback,40TDI quattro S line,1077700.0,
Toyota,Land Cruiser,Prado 2.8GD TX,1079700.0,2.8
Volvo,XC60,B6 AWD Plus Bright,1089800.0,
Jeep,Wrangler Unlimited,3.6 Rubicon,1099900.0,3.6
Lexus,NX,350h AWD SE,1104100.0,
BMW,X3,xDrive20d M Sport,1105394.0,
Land Rover,Discovery Sport,D200 Urban Edition,1108500.0,
Porsche,Macan,,1112000.0,
Ford,Everest,3.0 V6 4WD Platinum,1113100.0,3.0
Land Rover,Discovery Sport,P250 Urban Edition,1113600.0,
Mercedes-Benz,GLC220d,4Matic,1124312.0,
Land Rover,Discovery Sport,D200 R-Dynamic SE,1125100.0,
Land Rover,Range Rover Evoque,D200 Bronze Collection,1126400.0,
Land Rover,Discovery Sport,P250 R-Dynamic SE,1130200.0,
Lexus,NX,350h AWD F Sport,1130400.0,
Land Rover,Range Rover Evoque,P250 Bronze Collection,1131800.0,
Audi,Q5 Sportback,45TFSI quattro S line,1136500.0,
Lexus,NX,350 AWD F Sport,1140900.0,
Land Rover,Range Rover Evoque,D200 R-Dynamic SE,1143200.0,
Land Rover,Range Rover Evoque,P250 R-Dynamic SE,1148600.0,
BMW,X4,xDrive20d,1152894.0,
Land Rover,Discovery Sport,D200 R-Dynamic HSE,1154500.0,
Jaguar,E-Pace,D200 AWD R-Dynamic HSE,1155000.0,
Mercedes-Benz,GLC220d Coupé,4Matic,1156053.0,
Land Rover,Discovery Sport,P250 R-Dynamic HSE,1159600.0,
Mercedes-Benz,EQA,250 Progressive,1174000.0,
Toyota,Land Cruiser,Prado 4.0 VX,1183600.0,4.0
BMW,X4,xDrive20d M Sport,1192894.0,
Audi,RSQ3 quattro,,1195900.0,
Land Rover,Range Rover Evoque,D200 R-Dynamic HSE,1196500.0,
Mercedes-Benz,GLC300d Coupé,4Matic,1200313.0,
Land Rover,Range Rover Evoque,P250 R-Dynamic HSE,1201900.0,
Alfa,Romeo Stelvio,2.0T Veloce Q4,1204900.0,2.0
Lexus,RX,350 EX,1206700.0,
Mercedes-Benz,GLC220d,4Matic AMG Line,1206905.0,
Mercedes-Benz,GLC220d Coupé,4Matic AMG Line,1209953.0,
Toyota,Land Cruiser,Prado 2.8GD VX,1220000.0,2.8
Mercedes-Benz,EQA,250 AMG Line,1227000.0,
Audi,RSQ3 Sportback,quattro,1232300.0,
Toyota,Land Cruiser,Prado 4.0 VX-L,1233800.0,4.0
Mercedes-Benz,GLC300 Coupé,4Matic,1239035.0,
Mercedes-Benz,GLC300,4Matic,1243323.0,
Mercedes-Benz,GLC300d Coupé,4Matic AMG Line,1254213.0,
BMW,X3,xDrive30d,1256840.0,
Volvo,XC40,P8 Recharge Twin AWD Ultimate,1260000.0,
Land Rover,Range Rover Evoque,D200 Autobiography,1268700.0,
Toyota,Land Cruiser,Prado 2.8GD VX-L,1271900.0,2.8
Land Rover,Range Rover Evoque,P250 Autobiography,1274100.0,
Audi,SQ5 TFSI,quattro,1278500.0,
Volvo,XC60,T8 Recharge AWD Plus Dark,1284000.0,
Mercedes-Benz,GLC300 Coupé,4Matic AMG Line,1292935.0,
Volvo,C40,P8 Recharge Twin AWD Ultimate,1295000.0,
Lexus,RX,350L EX,1295900.0,
BMW,X3,xDrive30d M Sport,1296840.0,
BMW,iX3,M Sport,1306400.0,
Volvo,XC60,T8 Recharge AWD Plus Bright,1310000.0,
Land Rover,Defender,90 D240 SE,1311500.0,
Volvo,XC90,B5 AWD Essential,1312500.0,
Mercedes-Benz,GLC300d,4Matic,1323894.0,
Mercedes-Benz,GLC300,4Matic AMG Line,1325916.0,
Jeep,Gladiator,3.6 Rubicon Double Cab,1329900.0,3.6
Volkswagen,Touareg,V6 TDI Luxury,1331800.0,
Porsche,Macan S,,1337000.0,
Land Rover,Defender,110 D240 SE,1345500.0,
Lexus,RX,350 F Sport,1349500.0,
Jaguar,F-Pace,D200 AWD R-Dynamic SE,1357000.0,
Toyota,Land Cruiser,300 3.3D GX-R,1375100.0,3.3
Mercedes-Benz,EQB,350 4Matic Progressive,1379000.0,
Audi,SQ5 Sportback,TFSI quattro,1405500.0,
Mercedes-Benz,GLC300d,4Matic AMG Line,1406487.0,
Volvo,XC90,B5 AWD Plus Dark,1408500.0,
Jaguar,F-Pace,D300 AWD R-Dynamic SE,1416000.0,
Jaguar,F-Pace,D200 AWD R-Dynamic HSE,1417000.0,
Mercedes-Benz,EQB,350 4Matic AMG Line,1432000.0,
Land Rover,Defender,90 D240 XS Edition,1439500.0,
Land Rover,Defender,110 D300 SE,1443600.0,
Land Rover,Defender,110 D240 X-Dynamic SE,1449500.0,
Volvo,XC90,B6 AWD Plus Dark,1463900.0,
BMW,X3,M40i,1468146.0,
Land Rover,Defender,110 D240 XS Edition,1470500.0,
Land Rover,Defender,90 D240 X-Dynamic HSE,1474500.0,
Jaguar,F-Pace,D300 AWD R-Dynamic HSE,1477000.0,
Jaguar,E-Pace,P300e AWD R-Dynamic SE,1478000.0,
Land Rover,Range Rover Evoque,P300e R-Dynamic SE,1483600.0,
Land Rover,Defender,90 D300 X-Dynamic SE,1494600.0,
Land Rover,Discovery Sport,P300e R-Dynamic SE,1494700.0,
Land Rover,Defender,110 D240 X-Dynamic HSE,1511500.0,
Ineos,Grenadier,3.0TD,1513100.0,3.0
Land Rover,Range Rover Velar,D200 Dynamic SE,1519000.0,
Audi,Q7,45TDI quattro,1520000.0,
Mercedes-Benz,EQB,350 4Matic Edition 1,1523400.0,
Jeep,Grand Cherokee,L 3.6 4x4 Overland,1529900.0,3.6
Land Rover,Discovery Sport,P300e R-Dynamic HSE,1534200.0,
Land Rover,Defender,110 D300 X-Dynamic SE,1535600.0,
Jaguar,E-Pace,P300e AWD R-Dynamic HSE,1541000.0,
Land Rover,Range Rover Evoque,P300e R-Dynamic HSE,1542000.0,
Porsche,Cayenne,,1545000.0,
BMW,X4,M40i,1558146.0,
Land Rover,Defender,90 D300 X-Dynamic HSE,1561600.0,
Audi,Q7,45TDI quattro S line,1565000.0,
Lexus,RX,450h SE,1567800.0,
Land Rover,Defender,110 D300 X-Dynamic HSE,1598600.0,
